Mes;Região;Empresa;Manifestacao;Item;Quantidade
12/2018;RMC;VB TRANSPORTES;Reclamação;Tripulação/Funcionário;8
12/2018;RMC;VB TRANSPORTES;Reclamação;Veículo;1
12/2018;RMS;VIAÇAO CALVIPE;Reclamação;Tripulação/Funcionário;1
12/2018;RMS;VIACAO PIRACEMA DE TRANSP;Reclamação;Inobservância de Ponto;3
12/2018;RMS;VIACAO PIRACEMA DE TRANSP;Reclamação;Superlotação;1
12/2018;RMS;VIACAO PIRACEMA DE TRANSP;Reclamação;Tripulação/Funcionário;1
12/2018;RMS;VIAÇÃO SÃO ROQUE;Reclamação;Horário;2
12/2018;RMS;VIAÇÃO SÃO ROQUE;Reclamação;Tripulação/Funcionário;1
01/2019;RMSP;ABC;Informação;Serviços;2
01/2019;RMSP;ABC;Reclamação;Direção Perigosa;3
01/2019;RMSP;ABC;Reclamação;Horário;3
01/2019;RMSP;ABC;Reclamação;Inobservância de Ponto;6
01/2019;RMSP;ABC;Reclamação;Mau Atendimento ao Idoso;1
01/2019;RMSP;ABC;Reclamação;Veículo;2
01/2019;RMSP;ABC SISTEMA-Metra;Informação;Serviços;5
01/2019;RMSP;ABC SISTEMA-Metra;Reclamação;Atendimento;2
01/2019;RMSP;ABC SISTEMA-Metra;Reclamação;Direção Perigosa;2
01/2019;RMSP;ABC SISTEMA-Metra;Reclamação;Horário;9
01/2019;RMSP;ABC SISTEMA-Metra;Reclamação;Inobservância de Ponto;3
01/2019;RMSP;ABC SISTEMA-Metra;Reclamação;Itinerário;2
01/2019;RMSP;ABC SISTEMA-Metra;Reclamação;Serviços;4
01/2019;RMSP;ABC SISTEMA-Metra;Reclamação;Superlotação;10
01/2019;RMSP;ABC SISTEMA-Metra;Reclamação;Terminal;6
01/2019;RMSP;ABC SISTEMA-Metra;Reclamação;Tripulação/Funcionário;3
01/2019;RMSP;ABC SISTEMA-Metra;Reclamação;Veículo;6
01/2019;RMSP;ABC SISTEMA-Metra;Sugestão;Itinerário;1
01/2019;RMVPLN;ABC TRANSPORTES;Reclamação;Horário;1
01/2019;RMSP;ANHANGUERA;Elogio;Atendimento;3
01/2019;RMSP;ANHANGUERA;Informação;Horário;4
01/2019;RMSP;ANHANGUERA;Informação;Itinerário;1
01/2019;RMSP;ANHANGUERA;Informação;Serviços;12
01/2019;RMSP;ANHANGUERA;Reclamação;Atendimento;2
01/2019;RMSP;ANHANGUERA;Reclamação;Direção Perigosa;16
01/2019;RMSP;ANHANGUERA;Reclamação;Horário;74
01/2019;RMSP;ANHANGUERA;Reclamação;Inobservância de Ponto;33
01/2019;RMSP;ANHANGUERA;Reclamação;Integração;2
01/2019;RMSP;ANHANGUERA;Reclamação;Itinerário;7
01/2019;RMSP;ANHANGUERA;Reclamação;Mau Atendimento ao Idoso;1
01/2019;RMSP;ANHANGUERA;Reclamação;Serviços;2
01/2019;RMSP;ANHANGUERA;Reclamação;Superlotação;15
01/2019;RMSP;ANHANGUERA;Reclamação;Tarifa;1
01/2019;RMSP;ANHANGUERA;Reclamação;Terminal;1
01/2019;RMSP;ANHANGUERA;Reclamação;Tripulação/Funcionário;52
01/2019;RMSP;ANHANGUERA;Reclamação;Veículo;10
01/2019;RMSP;ANHANGUERA;Sugestão;Horário;1
01/2019;RMSP;ANHANGUERA;Sugestão;Itinerário;3
01/2019;RMSP;ANHANGUERA;Sugestão;Terminal;2
01/2019;RMSP;ANHANGUERA;Sugestão;Veículo;1
01/2019;RMS;AUTO ONIBUS SAO JOAO LTDA;Reclamação;Horário;2
01/2019;RMC;BOA VISTA;Informação;Passe Escolar;3
01/2019;RMC;BOA VISTA;Informação;Serviços;1
01/2019;RMC;BOA VISTA;Informação;Vale-Transporte;1
01/2019;RMC;BOA VISTA;Reclamação;Direção Perigosa;1
01/2019;RMC;BOA VISTA;Reclamação;Horário;21
01/2019;RMC;BOA VISTA;Reclamação;Inobservância de Ponto;5
01/2019;RMC;BOA VISTA;Reclamação;Tripulação/Funcionário;4
01/2019;RMC;BOA VISTA;Reclamação;Veículo;2
01/2019;RMBS;BR MOBILIDADE EMPRESAS;Elogio;Atendimento;2
01/2019;RMBS;BR MOBILIDADE EMPRESAS;Informação;Horário;1
01/2019;RMBS;BR MOBILIDADE EMPRESAS;Informação;Integração;2
01/2019;RMBS;BR MOBILIDADE EMPRESAS;Informação;Passe Escolar;7
01/2019;RMBS;BR MOBILIDADE EMPRESAS;Informação;Passe Idoso;3
01/2019;RMBS;BR MOBILIDADE EMPRESAS;Informação;Serviços;7
01/2019;RMBS;BR MOBILIDADE EMPRESAS;Informação;Tarifa;1
01/2019;RMBS;BR MOBILIDADE EMPRESAS;Informação;Vale-Transporte;4
01/2019;RMBS;BR MOBILIDADE EMPRESAS;Reclamação;Atendimento;2
01/2019;RMBS;BR MOBILIDADE EMPRESAS;Reclamação;Direção Perigosa;2
01/2019;RMBS;BR MOBILIDADE EMPRESAS;Reclamação;Horário;29
01/2019;RMBS;BR MOBILIDADE EMPRESAS;Reclamação;Inobservância de Ponto;13
01/2019;RMBS;BR MOBILIDADE EMPRESAS;Reclamação;Itinerário;4
01/2019;RMBS;BR MOBILIDADE EMPRESAS;Reclamação;Mau Atendimento ao Idoso;1
01/2019;RMBS;BR MOBILIDADE EMPRESAS;Reclamação;Superlotação;6
01/2019;RMBS;BR MOBILIDADE EMPRESAS;Reclamação;Tarifa;1
01/2019;RMBS;BR MOBILIDADE EMPRESAS;Reclamação;Tripulação/Funcionário;28
01/2019;RMBS;BR MOBILIDADE EMPRESAS;Reclamação;Vale-Transporte;1
01/2019;RMBS;BR MOBILIDADE EMPRESAS;Reclamação;Veículo;5
01/2019;RMBS;BR MOBILIDADE EMPRESAS;Sugestão;Atendimento;1
01/2019;RMBS;BR MOBILIDADE EMPRESAS;Sugestão;Itinerário;1
01/2019;RMBS;BR MOBILIDADE EMPRESAS;Sugestão;Serviços;1
01/2019;RMBS;BR MOBILIDADE EMPRESAS;Sugestão;Veículo;9
01/2019;RMBS;BR MOBILIDADE VLT;Reclamação;Passageiro Especial;2
01/2019;RMBS;BR MOBILIDADE VLT;Reclamação;Serviços;1
01/2019;RMBS;BR MOBILIDADE VLT;Reclamação;Tripulação/Funcionário;1
01/2019;RMBS;BR MOBILIDADE VLT;Sugestão;Itinerário;1
01/2019;RMBS;BR MOBILIDADE VLT;Sugestão;Serviços;1
01/2019;RMSP;CMT;Informação;Passe Escolar;17
01/2019;RMSP;CMT;Informação;Passe Idoso;10
01/2019;RMSP;CMT;Informação;Serviços;126
01/2019;RMSP;CMT;Informação;Tarifa;1
01/2019;RMSP;CMT;Informação;Telefone;1
01/2019;RMSP;CMT;Informação;Vale-Transporte;72
01/2019;RMSP;CMT;Reclamação;Atendimento;4
01/2019;RMSP;CMT;Reclamação;Integração;2
01/2019;RMSP;CMT;Reclamação;Passageiro Especial;1
01/2019;RMSP;CMT;Reclamação;Passe Escolar;1
01/2019;RMSP;CMT;Reclamação;Serviços;4
01/2019;RMSP;CMT;Reclamação;Terminal;1
01/2019;RMSP;CMT;Reclamação;Vale-Transporte;4
01/2019;RMSP;CMT;Sugestão;Serviços;1
01/2019;RMSP;CMT;Sugestão;Vale-Transporte;1
01/2019;RMSP;EAOSA;Reclamação;Horário;2
01/2019;RMSP;EAOSA;Reclamação;Mau Atendimento ao Idoso;1
01/2019;RMSP;EAOSA;Reclamação;Tripulação/Funcionário;1
01/2019;RMSP;EAOSA;Reclamação;Veículo;2
01/2019;RMSP;EMTU;Denúncia;Serviços;1
01/2019;RMSP;EMTU;Denúncia;Transporte Irregular;3
01/2019;RMSP;EMTU;Elogio;Atendimento;9
01/2019;RMBS;EMTU;Elogio;Atendimento;1
01/2019;RMS;EMTU;Elogio;Atendimento;1
01/2019;RMSP;EMTU;Informação;Carteira Passageiro Especial;49
01/2019;RMBS;EMTU;Informação;Carteira Passageiro Especial;11
01/2019;RMS;EMTU;Informação;Carteira Passageiro Especial;2
01/2019;RMC;EMTU;Informação;Carteira Passageiro Especial;1
01/2019;RMVPLN;EMTU;Informação;Carteira Passageiro Especial;1
01/2019;RMSP;EMTU;Informação;Horário;20
01/2019;RMC;EMTU;Informação;Horário;3
01/2019;RMVPLN;EMTU;Informação;Horário;2
01/2019;RMBS;EMTU;Informação;Horário;1
01/2019;RMSP;EMTU;Informação;Integração;44
01/2019;RMSP;EMTU;Informação;Itinerário;52
01/2019;RMBS;EMTU;Informação;Itinerário;6
01/2019;RMC;EMTU;Informação;Itinerário;3
01/2019;RMVPLN;EMTU;Informação;Itinerário;1
01/2019;RMSP;EMTU;Informação;Ligado;1
01/2019;RMSP;EMTU;Informação;Passe Desempregado;15
01/2019;RMSP;EMTU;Informação;Passe Escolar;1783
01/2019;RMS;EMTU;Informação;Passe Escolar;107
01/2019;RMBS;EMTU;Informação;Passe Escolar;91
01/2019;RMC;EMTU;Informação;Passe Escolar;77
01/2019;RMVPLN;EMTU;Informação;Passe Escolar;70
01/2019;RMSP;EMTU;Informação;Passe Idoso;2
01/2019;RMBS;EMTU;Informação;Passe Idoso;1
01/2019;RMSP;EMTU;Informação;Serviços;379
01/2019;RMC;EMTU;Informação;Serviços;13
01/2019;RMS;EMTU;Informação;Serviços;6
01/2019;RMVPLN;EMTU;Informação;Serviços;3
01/2019;RMBS;EMTU;Informação;Serviços;3
01/2019;RMSP;EMTU;Informação;Tarifa;127
01/2019;RMC;EMTU;Informação;Tarifa;4
01/2019;RMBS;EMTU;Informação;Tarifa;2
01/2019;RMSP;EMTU;Informação;Telefone;2
01/2019;RMSP;EMTU;Informação;Vale-Transporte;38
01/2019;RMC;EMTU;Informação;Vale-Transporte;3
01/2019;RMSP;EMTU;Reclamação;Atendimento;29
01/2019;RMC;EMTU;Reclamação;Atendimento;2
01/2019;RMVPLN;EMTU;Reclamação;Atendimento;1
01/2019;RMBS;EMTU;Reclamação;Atendimento;1
01/2019;RMSP;EMTU;Reclamação;Direção Perigosa;3
01/2019;RMSP;EMTU;Reclamação;Horário;3
01/2019;RMBS;EMTU;Reclamação;Horário;2
01/2019;RMSP;EMTU;Reclamação;Itinerário;21
01/2019;RMVPLN;EMTU;Reclamação;Itinerário;1
01/2019;RMSP;EMTU;Reclamação;Passageiro Especial;2
01/2019;RMSP;EMTU;Reclamação;Passe Escolar;22
01/2019;RMS;EMTU;Reclamação;Passe Escolar;2
01/2019;RMSP;EMTU;Reclamação;Serviços;3
01/2019;RMSP;EMTU;Reclamação;Tarifa;24
01/2019;RMVPLN;EMTU;Reclamação;Tarifa;1
01/2019;RMSP;EMTU;Reclamação;Terminal;4
01/2019;RMSP;EMTU;Reclamação;Transporte Irregular;1
01/2019;RMSP;EMTU;Reclamação;Tripulação/Funcionário;10
01/2019;RMC;EMTU;Reclamação;Vale-Transporte;1
01/2019;RMSP;EMTU;Reclamação;Veículo;1
01/2019;RMSP;EMTU;Sugestão;Horário;20
01/2019;RMC;EMTU;Sugestão;Horário;1
01/2019;RMSP;EMTU;Sugestão;Integração;2
01/2019;RMSP;EMTU;Sugestão;Itinerário;34
01/2019;RMC;EMTU;Sugestão;Itinerário;4
01/2019;RMBS;EMTU;Sugestão;Itinerário;3
01/2019;RMS;EMTU;Sugestão;Itinerário;3
01/2019;RMVPLN;EMTU;Sugestão;Itinerário;1
01/2019;RMSP;EMTU;Sugestão;Passageiro Especial;3
01/2019;RMSP;EMTU;Sugestão;Serviços;2
01/2019;RMSP;EMTU;Sugestão;Tarifa;1
01/2019;RMSP;EMTU;Sugestão;Terminal;5
01/2019;RMC;EMTU;Sugestão;Terminal;1
01/2019;RMC;EMTU;Sugestão;Veículo;2
01/2019;RMBS;EMTU;Sugestão;Veículo;1
01/2019;RMSP;EMTU;Sugestão;Veículo;1
01/2019;RMSP;EUSA;Reclamação;Horário;3
01/2019;RMSP;EUSA;Reclamação;Inobservância de Ponto;1
01/2019;RMSP;EUSA;Reclamação;Tripulação/Funcionário;1
01/2019;RMSP;EUSA;Sugestão;Tripulação/Funcionário;1
01/2019;RMSP;EXPRESSO SBC;Reclamação;Horário;3
01/2019;RMSP;EXPRESSO SBC;Reclamação;Tripulação/Funcionário;1
01/2019;RMC;FENIX;Reclamação;Horário;1
01/2019;RMSP;fretamento (todas);Informação;Passe Escolar;1
01/2019;RMSP;fretamento (todas);Reclamação;Transporte Irregular;1
01/2019;RMSP;IMIGRANTES;Reclamação;Direção Perigosa;2
01/2019;RMSP;IMIGRANTES;Reclamação;Horário;10
01/2019;RMSP;IMIGRANTES;Reclamação;Inobservância de Ponto;1
01/2019;RMSP;IMIGRANTES;Reclamação;Superlotação;2
01/2019;RMSP;IMIGRANTES;Reclamação;Tripulação/Funcionário;1
01/2019;RMSP;IMIGRANTES;Reclamação;Veículo;3
01/2019;RMSP;IMIGRANTES;Sugestão;Horário;1
01/2019;RMSP;INTERNORTE;Elogio;Atendimento;2
01/2019;RMSP;INTERNORTE;Informação;Itinerário;1
01/2019;RMSP;INTERNORTE;Informação;Serviços;6
01/2019;RMSP;INTERNORTE;Informação;Tarifa;1
01/2019;RMSP;INTERNORTE;Reclamação;Atendimento;2
01/2019;RMSP;INTERNORTE;Reclamação;Direção Perigosa;6
01/2019;RMSP;INTERNORTE;Reclamação;Horário;41
01/2019;RMSP;INTERNORTE;Reclamação;Inobservância de Ponto;16
01/2019;RMSP;INTERNORTE;Reclamação;Itinerário;7
01/2019;RMSP;INTERNORTE;Reclamação;Mau Atendimento ao Idoso;1
01/2019;RMSP;INTERNORTE;Reclamação;Passageiro Especial;1
01/2019;RMSP;INTERNORTE;Reclamação;Superlotação;4
01/2019;RMSP;INTERNORTE;Reclamação;Tripulação/Funcionário;25
01/2019;RMSP;INTERNORTE;Reclamação;Veículo;10
01/2019;RMSP;INTERNORTE;Sugestão;Itinerário;1
01/2019;RMSP;INTERNORTE;Sugestão;Veículo;2
01/2019;RMSP;INTERVIAS;Elogio;Atendimento;2
01/2019;RMSP;INTERVIAS;Informação;Horário;4
01/2019;RMSP;INTERVIAS;Informação;Itinerário;4
01/2019;RMSP;INTERVIAS;Informação;Passe Escolar;2
01/2019;RMSP;INTERVIAS;Informação;Serviços;7
01/2019;RMSP;INTERVIAS;Reclamação;Atendimento;6
01/2019;RMSP;INTERVIAS;Reclamação;Direção Perigosa;3
01/2019;RMSP;INTERVIAS;Reclamação;Horário;35
01/2019;RMSP;INTERVIAS;Reclamação;Inobservância de Ponto;16
01/2019;RMSP;INTERVIAS;Reclamação;Itinerário;4
01/2019;RMSP;INTERVIAS;Reclamação;Mau Atendimento ao Idoso;2
01/2019;RMSP;INTERVIAS;Reclamação;Superlotação;6
01/2019;RMSP;INTERVIAS;Reclamação;Tripulação/Funcionário;36
01/2019;RMSP;INTERVIAS;Reclamação;Veículo;8
01/2019;RMSP;INTERVIAS;Sugestão;Horário;1
01/2019;RMSP;INTERVIAS;Sugestão;Itinerário;2
01/2019;RMSP;INTERVIAS;Sugestão;Veículo;1
01/2019;RMVPLN;LITORANEA;Elogio;Atendimento;1
01/2019;RMVPLN;LITORANEA;Informação;Isenção de Tarifa;1
01/2019;RMVPLN;LITORANEA;Reclamação;Direção Perigosa;2
01/2019;RMVPLN;LITORANEA;Reclamação;Inobservância de Ponto;1
01/2019;RMVPLN;LITORANEA;Reclamação;Tripulação/Funcionário;2
01/2019;RMVPLN;LITORANEA;Reclamação;Veículo;2
01/2019;RMVPLN;LITORANEA;Sugestão;Terminal;1
01/2019;RMSP;MOBIBRASIL TRANSPORTE;Elogio;Atendimento;1
01/2019;RMSP;MOBIBRASIL TRANSPORTE;Reclamação;Atendimento;1
01/2019;RMSP;MOBIBRASIL TRANSPORTE;Reclamação;Horário;12
01/2019;RMSP;MOBIBRASIL TRANSPORTE;Reclamação;Inobservância de Ponto;2
01/2019;RMSP;MOBIBRASIL TRANSPORTE;Reclamação;Itinerário;2
01/2019;RMSP;MOBIBRASIL TRANSPORTE;Reclamação;Superlotação;3
01/2019;RMSP;MOBIBRASIL TRANSPORTE;Reclamação;Tripulação/Funcionário;15
01/2019;RMSP;MOBIBRASIL TRANSPORTE;Reclamação;Veículo;1
01/2019;RMC;OURO VERDE;Informação;Horário;2
01/2019;RMC;OURO VERDE;Informação;Itinerário;1
01/2019;RMC;OURO VERDE;Informação;Serviços;1
01/2019;RMC;OURO VERDE;Reclamação;Horário;17
01/2019;RMC;OURO VERDE;Reclamação;Itinerário;2
01/2019;RMC;OURO VERDE;Reclamação;Superlotação;1
01/2019;RMC;OURO VERDE;Reclamação;Tripulação/Funcionário;3
01/2019;RMSP;PARQUE DAS NAÇÕES;Reclamação;Serviços;1
01/2019;RMVPLN;PASSARO MARRON;Informação;Isenção de Tarifa;1
01/2019;RMVPLN;PASSARO MARRON;Reclamação;Horário;2
01/2019;RMVPLN;PASSARO MARRON;Reclamação;Inobservância de Ponto;1
01/2019;RMVPLN;PASSARO MARRON;Reclamação;Terminal;1
01/2019;RMVPLN;PASSARO MARRON;Reclamação;Tripulação/Funcionário;3
01/2019;RMVPLN;PASSARO MARRON;Sugestão;Itinerário;1
01/2019;RMC;PRINCESA D OESTE;Reclamação;Horário;1
01/2019;RMSP;PUBLIX;Informação;Serviços;2
01/2019;RMSP;PUBLIX;Reclamação;Atendimento;1
01/2019;RMSP;PUBLIX;Reclamação;Direção Perigosa;1
01/2019;RMSP;PUBLIX;Reclamação;Horário;17
01/2019;RMSP;PUBLIX;Reclamação;Inobservância de Ponto;1
01/2019;RMSP;PUBLIX;Reclamação;Itinerário;1
01/2019;RMSP;PUBLIX;Reclamação;Mau Atendimento ao Idoso;2
01/2019;RMSP;PUBLIX;Reclamação;Tripulação/Funcionário;1
01/2019;RMSP;PUBLIX;Reclamação;Veículo;2
01/2019;RMS;RÁPIDO LUXO CAMPINAS;Elogio;Horário;1
01/2019;RMC;RÁPIDO LUXO CAMPINAS;Informação;Passe Escolar;1
01/2019;RMS;RÁPIDO LUXO CAMPINAS;Informação;Vale-Transporte;1
01/2019;RMS;RÁPIDO LUXO CAMPINAS;Reclamação;Horário;6
01/2019;RMC;RÁPIDO LUXO CAMPINAS;Reclamação;Horário;3
01/2019;RMC;RÁPIDO LUXO CAMPINAS;Reclamação;Inobservância de Ponto;1
01/2019;RMC;RÁPIDO LUXO CAMPINAS;Reclamação;Itinerário;1
01/2019;RMC;RÁPIDO LUXO CAMPINAS;Reclamação;Passageiro Especial;2
01/2019;RMS;RÁPIDO LUXO CAMPINAS;Reclamação;Superlotação;1
01/2019;RMC;RÁPIDO LUXO CAMPINAS;Reclamação;Tarifa;1
01/2019;RMC;RÁPIDO LUXO CAMPINAS;Reclamação;Tripulação/Funcionário;2
01/2019;RMSP;RIACHO GRANDE;Reclamação;Direção Perigosa;1
01/2019;RMSP;RIACHO GRANDE;Reclamação;Horário;7
01/2019;RMSP;RIACHO GRANDE;Reclamação;Inobservância de Ponto;1
01/2019;RMSP;RIACHO GRANDE;Reclamação;Tripulação/Funcionário;6
01/2019;RMSP;RIACHO GRANDE;Reclamação;Veículo;2
01/2019;RMSP;RIBEIRÃO PIRES;Reclamação;Horário;6
01/2019;RMSP;RIBEIRÃO PIRES;Reclamação;Tarifa;1
01/2019;RMSP;RIBEIRÃO PIRES;Reclamação;Tripulação/Funcionário;4
01/2019;RMSP;RIBEIRÃO PIRES;Reclamação;Veículo;1
01/2019;RMSP;RIGRAS;Reclamação;Horário;1
01/2019;RMSP;RIGRAS;Reclamação;Tripulação/Funcionário;3
01/2019;RMSP;RIGRAS;Reclamação;Veículo;1
01/2019;RMSP;SÃO CAMILO;Reclamação;Horário;3
01/2019;RMSP;SÃO CAMILO;Reclamação;Tripulação/Funcionário;1
01/2019;RMSP;SÃO CAMILO;Reclamação;Veículo;1
01/2019;RMSP;TRANS BUS;Informação;Passe Escolar;1
01/2019;RMSP;TRANS BUS;Informação;Serviços;1
01/2019;RMSP;TRANS BUS;Reclamação;Direção Perigosa;1
01/2019;RMSP;TRANS BUS;Reclamação;Horário;1
01/2019;RMSP;TRANS BUS;Reclamação;Terminal;1
01/2019;RMSP;TRANS BUS;Reclamação;Tripulação/Funcionário;4
01/2019;RMSP;TRIÂNGULO;Reclamação;Horário;1
01/2019;RMSP;TRIÂNGULO;Reclamação;Tripulação/Funcionário;6
01/2019;RMSP;TRIÂNGULO;Reclamação;Veículo;1
01/2019;RMSP;TUCURUVI;Reclamação;Tripulação/Funcionário;1
01/2019;RMSP;TUCURUVI;Sugestão;Veículo;1
01/2019;RMSP;UNILESTE;Informação;Horário;1
01/2019;RMSP;UNILESTE;Informação;Passe Escolar;2
01/2019;RMSP;UNILESTE;Informação;Serviços;5
01/2019;RMSP;UNILESTE;Reclamação;Horário;20
01/2019;RMSP;UNILESTE;Reclamação;Inobservância de Ponto;1
01/2019;RMSP;UNILESTE;Reclamação;Itinerário;3
01/2019;RMSP;UNILESTE;Reclamação;Mau Atendimento ao Idoso;1
01/2019;RMSP;UNILESTE;Reclamação;Passageiro Especial;1
01/2019;RMSP;UNILESTE;Reclamação;Serviços;1
01/2019;RMSP;UNILESTE;Reclamação;Tripulação/Funcionário;8
01/2019;RMSP;UNILESTE;Reclamação;Veículo;6
01/2019;RMC;VB TRANSPORTES;Informação;Passe Escolar;1
01/2019;RMC;VB TRANSPORTES;Informação;Serviços;1
01/2019;RMC;VB TRANSPORTES;Informação;Vale-Transporte;1
01/2019;RMC;VB TRANSPORTES;Reclamação;Atendimento;1
01/2019;RMC;VB TRANSPORTES;Reclamação;Direção Perigosa;2
01/2019;RMC;VB TRANSPORTES;Reclamação;Horário;14
01/2019;RMC;VB TRANSPORTES;Reclamação;Inobservância de Ponto;3
01/2019;RMC;VB TRANSPORTES;Reclamação;Superlotação;1
01/2019;RMC;VB TRANSPORTES;Reclamação;Tripulação/Funcionário;1
01/2019;RMC;VB TRANSPORTES;Sugestão;Terminal;1
01/2019;RMS;VIACAO PIRACEMA DE TRANSP;Informação;Passe Escolar;1
01/2019;RMS;VIACAO PIRACEMA DE TRANSP;Reclamação;Tripulação/Funcionário;1
01/2019;RMS;VIACAO PIRACEMA DE TRANSP;Reclamação;Veículo;1
01/2019;RMS;VIACAO PIRACEMA DE TRANSP;Sugestão;Horário;1
01/2019;RMSP;VIPE;Reclamação;Horário;1
02/2019;RMSP;ABC;Reclamação;Horário;7
02/2019;RMSP;ABC;Reclamação;Itinerário;1
02/2019;RMSP;ABC;Reclamação;Tripulação/Funcionário;4
02/2019;RMSP;ABC;Reclamação;Veículo;2
02/2019;RMSP;ABC SISTEMA-Metra;Elogio;Atendimento;1
02/2019;RMSP;ABC SISTEMA-Metra;Informação;Isenção de Tarifa;1
02/2019;RMSP;ABC SISTEMA-Metra;Informação;Itinerário;2
02/2019;RMSP;ABC SISTEMA-Metra;Informação;Serviços;5
02/2019;RMSP;ABC SISTEMA-Metra;Informação;Tarifa;1
02/2019;RMSP;ABC SISTEMA-Metra;Reclamação;Direção Perigosa;1
02/2019;RMSP;ABC SISTEMA-Metra;Reclamação;Horário;19
02/2019;RMSP;ABC SISTEMA-Metra;Reclamação;Inobservância de Ponto;5
02/2019;RMSP;ABC SISTEMA-Metra;Reclamação;Integração;1
02/2019;RMSP;ABC SISTEMA-Metra;Reclamação;Itinerário;6
02/2019;RMSP;ABC SISTEMA-Metra;Reclamação;Mau Atendimento ao Idoso;1
02/2019;RMSP;ABC SISTEMA-Metra;Reclamação;Passageiro Especial;1
02/2019;RMSP;ABC SISTEMA-Metra;Reclamação;Serviços;1
02/2019;RMSP;ABC SISTEMA-Metra;Reclamação;Superlotação;9
02/2019;RMSP;ABC SISTEMA-Metra;Reclamação;Tarifa;2
02/2019;RMSP;ABC SISTEMA-Metra;Reclamação;Terminal;19
02/2019;RMSP;ABC SISTEMA-Metra;Reclamação;Tripulação/Funcionário;19
02/2019;RMSP;ABC SISTEMA-Metra;Reclamação;Vale-Transporte;1
02/2019;RMSP;ABC SISTEMA-Metra;Reclamação;Veículo;22
02/2019;RMSP;ABC SISTEMA-Metra;Sugestão;Serviços;1
02/2019;RMSP;ABC SISTEMA-Metra;Sugestão;Veículo;2
02/2019;RMVPLN;ABC TRANSPORTES;Reclamação;Atendimento;1
02/2019;RMSP;ANHANGUERA;Elogio;Atendimento;3
02/2019;RMSP;ANHANGUERA;Informação;Horário;1
02/2019;RMSP;ANHANGUERA;Informação;Itinerário;4
02/2019;RMSP;ANHANGUERA;Informação;Passe Escolar;3
02/2019;RMSP;ANHANGUERA;Informação;Serviços;13
02/2019;RMSP;ANHANGUERA;Reclamação;Atendimento;1
02/2019;RMSP;ANHANGUERA;Reclamação;Direção Perigosa;6
02/2019;RMSP;ANHANGUERA;Reclamação;Horário;83
02/2019;RMSP;ANHANGUERA;Reclamação;Inobservância de Ponto;23
02/2019;RMSP;ANHANGUERA;Reclamação;Integração;1
02/2019;RMSP;ANHANGUERA;Reclamação;Itinerário;3
02/2019;RMSP;ANHANGUERA;Reclamação;Mau Atendimento ao Idoso;1
02/2019;RMSP;ANHANGUERA;Reclamação;Serviços;1
02/2019;RMSP;ANHANGUERA;Reclamação;Superlotação;17
02/2019;RMSP;ANHANGUERA;Reclamação;Tarifa;2
02/2019;RMSP;ANHANGUERA;Reclamação;Terminal;1
02/2019;RMSP;ANHANGUERA;Reclamação;Tripulação/Funcionário;43
02/2019;RMSP;ANHANGUERA;Reclamação;Veículo;19
02/2019;RMSP;ANHANGUERA;Sugestão;Horário;2
02/2019;RMSP;ANHANGUERA;Sugestão;Veículo;4
02/2019;RMS;AUTO ONIBUS SAO JOAO LTDA;Reclamação;Horário;3
02/2019;RMS;AUTO ONIBUS SAO JOAO LTDA;Reclamação;Inobservância de Ponto;1
02/2019;RMS;AUTO ONIBUS SAO JOAO LTDA;Reclamação;Veículo;1
02/2019;RMC;BOA VISTA;Informação;Passe Escolar;1
02/2019;RMC;BOA VISTA;Informação;Vale-Transporte;3
02/2019;RMC;BOA VISTA;Reclamação;Direção Perigosa;2
02/2019;RMC;BOA VISTA;Reclamação;Horário;19
02/2019;RMC;BOA VISTA;Reclamação;Inobservância de Ponto;7
02/2019;RMC;BOA VISTA;Reclamação;Itinerário;3
02/2019;RMC;BOA VISTA;Reclamação;Superlotação;3
02/2019;RMC;BOA VISTA;Reclamação;Tripulação/Funcionário;4
02/2019;RMC;BOA VISTA;Reclamação;Veículo;3
02/2019;RMC;BOA VISTA;Sugestão;Serviços;1
02/2019;RMBS;BR MOBILIDADE EMPRESAS;Elogio;Atendimento;4
02/2019;RMBS;BR MOBILIDADE EMPRESAS;Informação;Integração;2
02/2019;RMBS;BR MOBILIDADE EMPRESAS;Informação;Itinerário;1
02/2019;RMBS;BR MOBILIDADE EMPRESAS;Informação;Passe Escolar;19
02/2019;RMBS;BR MOBILIDADE EMPRESAS;Informação;Passe Idoso;1
02/2019;RMBS;BR MOBILIDADE EMPRESAS;Informação;Serviços;17
02/2019;RMBS;BR MOBILIDADE EMPRESAS;Informação;Serviços (VLT);1
02/2019;RMBS;BR MOBILIDADE EMPRESAS;Informação;Tarifa;1
02/2019;RMBS;BR MOBILIDADE EMPRESAS;Informação;Vale-Transporte;6
02/2019;RMBS;BR MOBILIDADE EMPRESAS;Reclamação;Atendimento;1
02/2019;RMBS;BR MOBILIDADE EMPRESAS;Reclamação;Direção Perigosa;2
02/2019;RMBS;BR MOBILIDADE EMPRESAS;Reclamação;Horário;32
02/2019;RMBS;BR MOBILIDADE EMPRESAS;Reclamação;Inobservância de Ponto;20
02/2019;RMBS;BR MOBILIDADE EMPRESAS;Reclamação;Itinerário;7
02/2019;RMBS;BR MOBILIDADE EMPRESAS;Reclamação;Mau Atendimento ao Idoso;1
02/2019;RMBS;BR MOBILIDADE EMPRESAS;Reclamação;Passageiro Especial;1
